"","ZipCode","GEOID10","TotGrad","TotEnrl","PctEnrl","Under18_Tot","Under5_Tot","Under5_ER","Under5_Hosp","FivePlus_Tot","FivePlus_ER","Tot_ER_Visits","Tot_Hosp_Visits","AsthmaCt","Diabetes1Ct","Diabetes2Ct","DiabetesOtherCt","PctUndr5ER","PctOvr5ER","PctAsthma","PctDiabetes","CntTested","EBLL","Under6CntTested","Under6EBLL","Under18CntTested","Under18EBLL","PctEBLL","PctUnder6EBLL","PctUnder18EBLL","Better_Lat","Better_Long","SquareFeet"
"105",48201,26163522500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"106",48201,26163517500,NA,NA,NA,10,8,NA,NA,NA,NA,NA,6,NA,0,0,0,NA,NA,NA,0,20,0,18,0,18,0,0,0,0,42.3532,-83.0744,22100.821554
"107",48201,26163517500,NA,NA,NA,10,8,NA,NA,NA,NA,NA,6,NA,0,0,0,NA,NA,NA,0,20,0,18,0,18,0,0,0,0,NA,NA,NA
"108",48201,26163517500,NA,NA,NA,10,8,NA,NA,NA,NA,NA,6,NA,0,0,0,NA,NA,NA,0,20,0,18,0,18,0,0,0,0,42.358894,-83.057777,36024.53913
"109",48201,26163517500,NA,NA,NA,10,8,NA,NA,NA,NA,NA,6,NA,0,0,0,NA,NA,NA,0,20,0,18,0,18,0,0,0,0,NA,NA,7765.677603
"110",48201,26163517500,NA,NA,NA,10,8,NA,NA,NA,NA,NA,6,NA,0,0,0,NA,NA,NA,0,20,0,18,0,18,0,0,0,0,NA,NA,NA
"111",48201,26163521800,NA,NA,NA,54,29,12,17,25,12,24,30,8,0,0,0,0.413793,0.48,0.148148,0,42,0,31,0,41,0,0,0,0,42.3532,-83.0744,22100.821554
"112",48201,26163521800,NA,NA,NA,54,29,12,17,25,12,24,30,8,0,0,0,0.413793,0.48,0.148148,0,42,0,31,0,41,0,0,0,0,NA,NA,NA
"113",48201,26163521800,NA,NA,NA,54,29,12,17,25,12,24,30,8,0,0,0,0.413793,0.48,0.148148,0,42,0,31,0,41,0,0,0,0,42.358894,-83.057777,36024.53913
"114",48201,26163521800,NA,NA,NA,54,29,12,17,25,12,24,30,8,0,0,0,0.413793,0.48,0.148148,0,42,0,31,0,41,0,0,0,0,NA,NA,7765.677603
